15um				
/Hugo/2014/07012014/Gate Freq swp a			Power=100dBm	
	0V		20V	
f	Amp	Phase	Amp	Phase
5288970000	-83.2540318	-140.200337	-84.1815104	-139.470181
5288980000	-83.9419798	-141.150699	-84.5855093	-136.916765
5288990000	-83.4545771	-140.363983	-84.2321514	-134.514149
5289000000	-83.4974474	-146.83289	-83.2342094	-138.582245
5289010000	-82.9227145	-148.033107	-83.9574348	-138.388479
5289020000	-84.7653297	-142.031182	-83.1633192	-137.345038
5289030000	-84.5534437	-144.830839	-83.3622967	-138.437138
5289040000	-84.5631765	-142.387355	-83.3891108	-137.65957
5289050000	-84.6627028	-139.718038	-83.2640583	-144.630499
5289060000	-83.8901971	-140.508928	-84.7719972	-133.546846
5289070000	-83.9243296	-140.784986	-83.2546456	-137.688296
5289080000	-85.192449	-144.260044	-84.9546698	-127.362578
5289090000	-83.4637059	-139.480665	-84.4167058	-141.802465
5289100000	-84.3164943	-143.214214	-83.2161095	-141.289796
5289110000	-84.7812346	-136.148074	-84.150677	-133.517786
5289120000	-84.440583	-143.012393	-83.3082712	-134.67576
5289130000	-83.6523916	-147.843886	-84.3573982	-140.991125
5289140000	-85.9708474	-137.823677	-83.7444469	-140.407605
5289150000	-84.1119047	-149.776815	-85.0574724	-141.503343
5289160000	-83.4486492	-139.120563	-85.5193512	-129.992864
5289170000	-84.4972302	-137.618923	-83.9268637	-135.194864
5289180000	-84.0828331	-139.772724	-83.8684743	-136.174155
5289190000	-84.6423448	-138.609115	-85.6140662	-135.521219
5289200000	-83.9896292	-141.412607	-83.8007287	-133.785602
5289210000	-84.1484618	-132.370769	-83.7830115	-137.40395
5289220000	-84.4315617	-136.035551	-84.0455362	-137.733678
5289230000	-85.2106825	-134.591292	-84.7059348	-134.871973
5289240000	-84.1238452	-139.690291	-84.3943207	-136.195878
5289250000	-84.8545921	-143.264025	-84.0315707	-134.976014
5289260000	-83.9541662	-135.002302	-84.6466983	-132.324599
5289270000	-84.144616	-144.780448	-83.6750385	-135.483011
5289280000	-84.8403147	-132.449974	-84.7991739	-130.334835
5289290000	-84.1434853	-141.776352	-84.3353653	-131.192901
5289300000	-84.3075711	-134.676297	-84.8295869	-133.695613
5289310000	-84.3623127	-131.818261	-85.2714115	-134.600169
5289320000	-84.6269742	-140.671863	-85.1461404	-130.05694
5289330000	-83.8072851	-130.715159	-86.1695669	-130.901097
5289340000	-85.3067254	-134.439088	-84.9842522	-130.320578
5289350000	-86.0422964	-144.422624	-85.4057539	-138.065711
5289360000	-85.1839859	-137.999132	-84.5056431	-138.583091
5289370000	-85.5604396	-130.908507	-83.7181065	-133.119672
5289380000	-84.2104422	-126.393253	-83.8640282	-135.736579
5289390000	-85.9255247	-124.623114	-84.3705668	-131.934746
5289400000	-83.2631593	-126.13266	-83.3902444	-131.498993
5289410000	-83.5802353	-137.86472	-84.6395166	-139.672704
5289420000	-85.0933801	-141.560638	-84.8055159	-128.307562
5289430000	-84.9078715	-137.297075	-84.3301948	-128.753436
5289440000	-84.3551126	-139.26708	-84.3380803	-127.903196
5289450000	-84.8384459	-138.194242	-84.5453131	-133.030216
5289460000	-85.7738498	-141.55509	-85.1229435	-128.75159
5289470000	-85.8785898	-131.815821	-85.964814	-121.808513
5289480000	-85.2679601	-138.207586	-84.2491567	-131.010815
5289490000	-84.6919089	-131.373375	-83.8234541	-132.995005
5289500000	-84.8653471	-132.557208	-84.629007	-126.056903
5289510000	-83.3626957	-138.172097	-84.2197315	-138.103887
5289520000	-85.7938708	-129.477912	-84.9664521	-124.532633
5289530000	-85.4990542	-132.347809	-86.1428486	-127.067115
5289540000	-85.2059145	-126.978083	-86.1107906	-132.76089
5289550000	-85.1780447	-136.647617	-85.0614931	-121.393325
5289560000	-85.2600207	-130.972092	-84.1916329	-133.766725
5289570000	-84.9631912	-125.786347	-85.5233127	-131.717735
5289580000	-84.3927056	-129.480786	-85.5263103	-127.055804
5289590000	-85.4084028	-133.809017	-85.550691	-129.470824
5289600000	-84.2869559	-125.670889	-85.0950333	-131.645181
5289610000	-83.9000358	-132.6564	-85.8098119	-129.372423
5289620000	-85.4665178	-132.469921	-85.168238	-125.025738
5289630000	-85.1281957	-135.345838	-85.1466944	-129.355897
5289640000	-85.7422576	-126.430126	-85.8103893	-128.537305
5289650000	-84.8605629	-134.558608	-84.8623588	-130.296059
5289660000	-85.3571126	-124.005159	-87.334464	-115.623104
5289670000	-85.5784903	-122.674831	-85.7578201	-127.444798
5289680000	-86.5336131	-128.957204	-84.7172269	-121.568505
5289690000	-85.0028188	-132.613703	-84.7790994	-130.971522
5289700000	-87.3236587	-131.57748	-84.4613818	-120.129451
5289710000	-86.1151356	-118.962441	-85.3620274	-125.426177
5289720000	-86.8354379	-130.469807	-86.0836266	-128.98781
5289730000	-85.4567784	-129.358263	-85.7190984	-123.87881
5289740000	-84.7382896	-134.605286	-84.8326284	-128.639297
5289750000	-85.2403958	-125.529583	-85.2469951	-123.454303
5289760000	-85.8820125	-128.666935	-86.1009292	-119.914397
5289770000	-85.0712975	-128.29598	-87.0037653	-121.743828
5289780000	-85.5224631	-126.343201	-84.7514711	-120.319782
5289790000	-85.5581405	-123.530407	-85.7613244	-112.592842
5289800000	-85.4782018	-129.546859	-86.1835928	-129.313269
5289810000	-84.8966373	-126.328263	-85.3517929	-131.336844
5289820000	-85.6851408	-129.537181	-84.5257404	-124.251461
5289830000	-84.6394928	-129.126912	-85.6759477	-122.492783
5289840000	-85.4664816	-117.869961	-85.5149467	-126.098802
5289850000	-85.4763024	-128.926837	-84.8763237	-114.172231
5289860000	-85.0960476	-125.163238	-84.814335	-126.09079
5289870000	-85.9772722	-116.392886	-85.477866	-124.221125
5289880000	-84.801204	-130.593881	-88.5532411	-112.537402
5289890000	-85.7740055	-125.270364	-84.8673597	-115.006723
5289900000	-86.7135279	-124.401689	-86.3937658	-123.895055
5289910000	-85.6838987	-120.797709	-86.1139814	-116.030608
5289920000	-84.9719689	-117.695422	-83.8687886	-119.620443
5289930000	-86.6453523	-129.936282	-84.5545584	-116.223142
5289940000	-86.139892	-126.211151	-85.7348884	-125.390343
5289950000	-87.1275706	-125.361932	-86.3369169	-119.886227
5289960000	-84.5078027	-127.273992	-85.4827566	-126.893559
5289970000	-85.6141154	-116.481403	-86.9728479	-121.279875
5289980000	-85.6598756	-119.374498	-85.7844633	-120.797714
5289990000	-85.1578111	-119.907342	-84.7305889	-115.996548
5290000000	-85.1656626	-112.24987	-85.8258371	-126.192259
